CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,BriefFacts,Village,Taluk
807,CR/1990/1860,CS/1970/1090,2025-03-05,47,22,2,3,5,71,3,7,2025-03-05 00:25:54,2025-03-05 03:25:54,2025-03-05 14:25:54,13.9278204,75.563715,Aut veniam consectetur aspernatur laudantium. Quasi tempore saepe distinctio officia error. Quasi eaque vel modi deserunt labore doloremque ullam. Neque illo ad vitae.,Gangavathi,Periyapatna
808,CR/1984/1301,CS/1991/5312,2024-09-26,14,26,1,3,1,51,1,2,2024-09-25 20:06:20,2024-09-25 23:06:20,2024-09-26 13:06:20,17.330621755583746,76.83660921724508,Iusto hic reprehenderit. Consectetur quaerat rem quod vel commodi veniam. Consequuntur blanditiis in optio reprehenderit vel sapiente.,Sedam,Hukkeri
809,CR/1978/1029,CS/2000/2698,2025-07-19,14,12,2,2,1,47,1,10,2025-07-18 21:29:13,2025-07-18 23:29:13,2025-07-19 01:29:13,12.2915506,76.6508582,Labore nulla sapiente officiis exercitationem non natus. Ex officia maiores. Aliquam inventore id exercitationem dolorem voluptates porro.,Afzalpur,Raibag
810,CR/1983/3580,CS/1998/7731,2024-01-30,1,13,3,1,11,73,6,10,2024-01-29 03:34:27,2024-01-29 07:34:27,2024-01-30 00:34:27,12.318880207826364,76.65508203803387,"Veniam accusamus doloribus accusamus atque. Perferendis veniam fugit officia dolorum ullam optio. Ratione ipsa dolor.
Similique cumque blanditiis corporis. Voluptates quaerat voluptates dolores qui.",Basavakalyan,Maddur
811,CR/1980/7851,CS/2022/5081,2026-06-18,39,7,1,2,4,57,6,4,2026-06-16 20:46:57,2026-06-16 22:46:57,2026-06-18 16:46:57,12.9308467,77.5851951,"Quae itaque aut qui nam ea. Voluptatibus esse voluptatum.
Accusamus quisquam distinctio dicta deleniti. Dignissimos ducimus ullam eius. Sed iste culpa sequi ipsa inventore.",Ankola,Belagavi
812,CR/1989/8615,CS/1979/6051,2025-11-14,37,23,2,3,9,68,5,2,2025-11-12 10:05:10,2025-11-12 11:05:10,2025-11-14 00:05:10,16.209225543286184,77.34698530727191,"Aut cumque nihil incidunt dolorem sit. Cum quia maxime ipsam est. Debitis laboriosam accusamus quis.
Suscipit molestiae aspernatur officiis reprehenderit.",Kushalnagar,Saundatti
813,CR/1971/9450,CS/1988/6640,2024-09-18,36,19,1,3,9,48,2,1,2024-09-16 06:04:56,2024-09-16 10:04:56,2024-09-18 06:04:56,12.8636982,74.8472715,Perspiciatis occaecati officia autem fugit vitae. Consectetur nostrum ipsam nobis mollitia totam eius. Quis aut aliquam rerum delectus consequuntur.,Harohalli,Bailhongal
814,CR/1987/3824,CS/1990/2770,2025-01-30,14,7,3,3,9,72,4,8,2025-01-28 16:50:48,2025-01-28 20:50:48,2025-01-30 05:50:48,12.9278173,77.5835435,"Hic distinctio ratione est ipsum excepturi.
In alias ratione provident. Optio excepturi quis nostrum architecto perferendis animi possimus. Sapiente neque excepturi ipsum soluta voluptates impedit.",Somwarpet,Madhugiri
815,CR/2011/3451,CS/2016/8332,2024-09-25,12,4,3,1,6,16,2,1,2024-09-25 18:26:56,2024-09-25 21:26:56,2024-09-25 19:26:56,12.96811051825542,77.74542197274603,Laudantium sed sunt. Consectetur eligendi recusandae inventore. Modi optio atque consequuntur quasi impedit in cumque. Corrupti impedit nostrum quasi facere accusantium odio harum.,Kushalnagar,KR Nagar
816,CR/1978/2425,CS/1974/4768,2024-03-14,23,2,3,3,1,24,5,4,2024-03-14 06:36:11,2024-03-14 11:36:11,2024-03-14 20:36:11,12.9732219,77.6094513,"Error deleniti et. Dolorum delectus ipsam velit facilis consequatur. Culpa culpa cumque expedita. Enim ad repudiandae vero eum enim distinctio sunt.
Illum esse accusantium libero.",Hanur,Udupi
817,CR/1981/1620,CS/1977/7144,2025-03-15,1,14,2,2,14,25,1,5,2025-03-14 14:17:48,2025-03-14 17:17:48,2025-03-15 22:17:48,15.824625221419502,74.52471573954453,"Ex laudantium officiis sit nisi. Illo quaerat recusandae impedit illo quaerat porro explicabo. Accusamus ad voluptates.
Libero rem doloribus libero. Suscipit vel aliquid omnis cum soluta enim.",Belur,Nanjangud
818,CR/2024/1116,CS/2015/9962,2025-11-10,13,1,1,1,11,12,4,9,2025-11-10 15:05:05,2025-11-10 18:05:05,2025-11-10 18:05:05,12.9772798,77.5998562,"Ex vero expedita commodi. Magnam vitae suscipit.
A a quaerat voluptatum ipsa. Atque quod est amet.",Ankola,Ramdurg
819,CR/1982/9810,CS/1972/2217,2023-09-10,47,22,3,3,4,68,5,8,2023-09-09 20:09:02,2023-09-09 21:09:02,2023-09-10 21:09:02,13.9323594,75.5683181,"Corporis pariatur odit autem. Similique harum reiciendis impedit excepturi eligendi.
Commodi nobis aspernatur omnis unde eligendi modi. Natus harum cum culpa odit repudiandae cumque.",Mudbidri,Periyapatna
820,CR/1994/6880,CS/1992/3817,2024-09-24,17,21,3,2,10,25,2,3,2024-09-24 18:23:52,2024-09-24 20:23:52,2024-09-24 20:23:52,13.3419724,77.1163774,Odit quam ab blanditiis neque quidem delectus. Eos veritatis autem nobis impedit accusamus. Quibusdam hic hic totam aut pariatur.,Kengeri,Kundapura
821,CR/1977/4714,CS/2018/8874,2025-09-17,44,26,2,2,9,10,1,7,2025-09-16 04:49:17,2025-09-16 05:49:17,2025-09-17 07:49:17,17.332976843105037,76.83263852196905,Tempore consectetur ab reprehenderit saepe blanditiis quos. Quo odio blanditiis sit architecto recusandae. Vel odio dolorum itaque quos.,Ankola,Bailhongal
822,CR/2000/3112,CS/2014/4521,2024-01-21,3,2,2,3,15,6,4,5,2024-01-20 21:18:24,2024-01-21 01:18:24,2024-01-21 02:18:24,12.9728925,77.6065572,"Ex mollitia earum eveniet. Dolore error quaerat quisquam assumenda.
Rerum eligendi facere cupiditate est libero neque. Eum placeat ducimus veritatis perspiciatis aliquam.",Murudeshwar,Gokak
823,CR/2019/1242,CS/1990/9571,2024-10-23,37,19,3,3,2,12,6,10,2024-10-21 16:33:51,2024-10-21 17:33:51,2024-10-23 02:33:51,12.8559422,74.8533731,Repellendus error error pariatur fugiat esse veritatis. Quis veniam mollitia exercitationem.,Kushtagi,Nagamangala
824,CR/2007/4077,CS/1995/9990,2024-01-08,2,7,3,1,10,22,6,2,2024-01-07 06:14:33,2024-01-07 10:14:33,2024-01-08 00:14:33,12.9285587,77.5862753,"Commodi aspernatur sit. Qui molestias numquam asperiores eius neque tempora. Aliquid repudiandae occaecati occaecati.
Dolorum rerum officiis iste dolor sed quidem.
Magni itaque expedita ullam.",Ilkal,Athani
825,CR/2001/4333,CS/2003/6478,2024-12-12,48,9,1,2,6,5,1,4,2024-12-11 13:13:14,2024-12-11 17:13:14,2024-12-12 16:13:14,12.9249342,77.5435137,"Facere sequi vero ducimus numquam.
Dolores iusto ex aut quam mollitia illo. Ullam aspernatur excepturi aperiam doloribus. Eius eaque rem inventore eaque vel excepturi perspiciatis.",Sedam,Maddur
826,CR/1974/8937,CS/1987/7295,2025-10-02,39,12,2,2,4,23,5,10,2025-09-30 13:16:53,2025-09-30 15:16:53,2025-10-02 05:16:53,12.2918754,76.6509499,Quia illum provident placeat temporibus nulla eaque nostrum. Voluptates porro quae sapiente eveniet officia at. Ratione voluptatum cumque earum vero dolorum.,Virajpet,Nelamangala
827,CR/1976/3075,CS/1998/3185,2025-10-10,6,21,2,3,5,68,5,4,2025-10-09 18:37:33,2025-10-09 20:37:33,2025-10-10 01:37:33,13.3389327,77.1130756,"Reiciendis debitis voluptatem voluptatibus tempore.
Aliquid aliquid doloremque reiciendis quo laudantium ab. Enim nemo at quidem minima quisquam. Vel repudiandae dolorem nam. In vero ullam ut.",Manvi,Tiptur
828,CR/1973/8689,CS/2021/1257,2026-03-18,22,5,1,3,7,72,2,9,2026-03-18 01:58:22,2026-03-18 04:58:22,2026-03-18 02:58:22,12.8456411,77.6636711,Cumque officia nesciunt sint neque esse ullam amet. Reiciendis ipsa sint ab praesentium soluta. Sunt praesentium officiis nihil itaque facere qui illo.,Hungund,Anekal
829,CR/1982/9218,CS/2017/1362,2025-03-14,37,16,2,1,2,42,2,2,2025-03-14 11:20:47,2025-03-14 15:20:47,2025-03-14 23:20:47,15.368097581412496,75.12724853162139,"Incidunt iusto dicta.
Aliquid laboriosam non totam iure. Culpa eligendi sapiente eaque ipsa odio neque dolorem. Maxime odio nesciunt nisi sequi quo voluptas.",Kengeri,Koratagere
830,CR/1978/4986,CS/2025/7293,2024-12-18,8,20,3,1,15,29,6,8,2024-12-17 03:37:36,2024-12-17 06:37:36,2024-12-18 05:37:36,13.339325735633404,74.74617629383368,"Quaerat dicta dicta numquam similique blanditiis. Facilis earum labore.
Dolorem atque nesciunt numquam odit. Tempora deserunt aliquid id repellat veniam deleniti.",Halebidu,Raibag
831,CR/2013/1335,CS/1984/5114,2024-11-18,21,24,1,1,9,51,3,6,2024-11-17 13:38:49,2024-11-17 14:38:49,2024-11-18 03:38:49,15.138008252020857,76.91731110574774,Corrupti quis quos iusto aliquid optio accusantium. Error possimus eos neque. Laborum nihil repudiandae harum enim suscipit.,Kumbalagodu,Tumakuru
832,CR/2007/8285,CS/2018/7839,2025-05-09,28,25,3,3,3,33,2,7,2025-05-07 11:04:18,2025-05-07 12:04:18,2025-05-09 00:04:18,17.911087,77.5250616,"Eos odio veniam. Laudantium recusandae nesciunt dolorem quia eveniet.
Architecto magni tenetur tempore. Est porro a temporibus.",Kudupu,Mysuru
833,CR/2018/8452,CS/2020/2134,2025-09-26,32,26,1,3,3,46,2,5,2025-09-24 18:20:42,2025-09-24 20:20:42,2025-09-26 05:20:42,17.33150216515207,76.8313232416015,Quasi excepturi sint sit libero sint dolorum ad. Ut perferendis accusantium in blanditiis eos. Neque cupiditate minima quidem.,Kumta,Tirthahalli
834,CR/2014/4944,CS/2003/3250,2023-11-04,46,19,1,3,7,54,2,3,2023-11-03 01:45:19,2023-11-03 03:45:19,2023-11-04 05:45:19,12.8593336,74.8404368,Quibusdam eveniet magnam occaecati id consectetur vero provident. Modi nesciunt sunt porro. Id cumque tempore iste illo.,Halebidu,Soraba
835,CR/2016/4329,CS/2008/4015,2025-01-11,35,15,3,1,5,75,1,5,2025-01-11 00:40:07,2025-01-11 02:40:07,2025-01-11 17:40:07,15.855691,74.5007184,"Accusamus aliquid saepe. Corporis sint tempora provident.
Possimus blanditiis at aliquid. Sequi quaerat recusandae officia eveniet.",Basavakalyan,Sagara
836,CR/1978/6952,CS/1998/7347,2025-07-05,12,9,3,1,5,8,4,8,2025-07-05 05:26:39,2025-07-05 08:26:39,2025-07-05 18:26:39,12.9232139,77.5434364,Impedit quae voluptate temporibus ipsum assumenda accusantium. Distinctio quasi dolor eligendi veniam quam id.,Murudeshwar,Sullia
837,CR/2009/3787,CS/2001/4745,2023-10-22,10,23,1,3,13,60,4,7,2023-10-21 23:48:09,2023-10-22 02:48:09,2023-10-22 11:48:09,16.21024563206714,77.34174693223859,Magni libero totam corporis voluptas minus minima. Unde rerum molestias laborum.,Honnavar,Sagara
838,CR/2007/8657,CS/1981/3582,2024-03-02,13,23,2,2,12,29,6,8,2024-03-01 11:39:06,2024-03-01 14:39:06,2024-03-02 07:39:06,16.20433153842168,77.34356801369275,Dolorum aspernatur aut. Aliquid commodi modi quibusdam officiis cumque laudantium.,Kushtagi,Brahmavar
839,CR/2022/7835,CS/1992/3409,2025-05-22,47,8,1,2,5,7,4,7,2025-05-21 07:29:19,2025-05-21 10:29:19,2025-05-22 23:29:19,13.025023727904207,77.53664501663258,Exercitationem eveniet optio totam. Repellat pariatur nesciunt aut itaque culpa natus.,Hanur,Soraba
840,CR/2000/9821,CS/2019/8697,2025-09-01,10,1,3,1,15,55,2,1,2025-08-30 23:53:55,2025-08-31 02:53:55,2025-09-01 01:53:55,12.9747956,77.5930366,"Aperiam distinctio deleniti cumque deserunt. Iure aliquam quam porro suscipit. Pariatur illum quis doloribus doloremque.
Totam odit iusto ducimus. Molestias iste assumenda quasi.",Halebidu,Malavalli
841,CR/2015/6367,CS/1988/6810,2026-04-17,14,27,1,3,12,15,6,5,2026-04-15 04:18:42,2026-04-15 08:18:42,2026-04-17 02:18:42,12.518375,76.8986104,"Dolorum eligendi aperiam rerum.
Autem architecto possimus sit eligendi perspiciatis. Praesentium velit officiis totam accusantium. Quidem ut expedita et.",Honnavar,Nagamangala
842,CR/1990/7488,CS/2026/9644,2026-03-24,21,15,3,2,5,26,6,7,2026-03-23 19:18:40,2026-03-23 21:18:40,2026-03-24 01:18:40,15.8597524,74.5102472,"Aliquid porro nostrum nisi tempore perspiciatis voluptates. A veniam repudiandae ad nostrum quidem sunt.
Perferendis veritatis quae beatae quibusdam.",Kollegal,Gokak
843,CR/1971/6588,CS/1983/9423,2024-12-25,15,18,2,3,14,74,3,6,2024-12-23 07:59:00,2024-12-23 09:59:00,2024-12-25 03:59:00,12.8696805,74.8463723,"Nihil omnis accusamus beatae repudiandae totam cupiditate. Tempore facilis alias atque. Natus eaque enim aut labore.
Harum fugiat ullam quasi tempore. Nemo voluptatum voluptate beatae nam hic.",Virajpet,Nanjangud
844,CR/2000/4216,CS/1989/6124,2025-11-04,34,24,1,3,9,23,4,9,2025-11-03 11:59:16,2025-11-03 12:59:16,2025-11-04 03:59:16,15.136555532622785,76.92536304828323,Similique placeat distinctio enim ipsam. Iure commodi illum soluta ducimus commodi. Asperiores id beatae ipsam non culpa id.,Lingasugur,Nelamangala
845,CR/1988/5265,CS/1972/8708,2026-05-21,36,23,3,1,5,53,4,9,2026-05-21 14:48:27,2026-05-21 16:48:27,2026-05-21 15:48:27,16.206686131847558,77.34878298534458,"Illo necessitatibus sapiente odit rerum minima. Culpa fugit distinctio nesciunt. Temporibus pariatur cumque impedit cum.
Dolore illo nostrum consequatur deleniti. Sapiente vel iure.",Hungund,Pandavapura
846,CR/1983/5409,CS/1990/9259,2023-08-22,44,7,2,3,6,54,3,1,2023-08-21 00:29:08,2023-08-21 05:29:08,2023-08-22 19:29:08,12.9335272,77.5799887,"Accusamus laboriosam eum eos neque facere. Quaerat facilis delectus aliquam vero.
Sed labore maiores hic enim earum. Veritatis hic dolores a. Id eius eligendi impedit nesciunt consectetur.",Sindhanur,Shikaripura
847,CR/1975/1245,CS/2008/4916,2024-11-06,14,2,3,3,4,43,5,1,2024-11-05 23:48:30,2024-11-06 03:48:30,2024-11-06 01:48:30,12.9675236,77.6094064,Quod iure enim magnam accusantium. Tempore rem ratione reprehenderit facilis. Possimus placeat suscipit cum nulla. Eaque aut laboriosam iste suscipit eos repellat.,Sindhanur,Nagamangala
848,CR/2019/5860,CS/1993/1715,2024-07-12,22,5,3,1,7,63,6,6,2024-07-12 03:35:46,2024-07-12 04:35:46,2024-07-12 20:35:46,12.8453147,77.6607855,"Accusamus molestiae veniam fuga. Laborum pariatur quidem a nostrum praesentium eligendi.
Id asperiores distinctio officiis error neque. Consequuntur ipsa ut maiores magnam deserunt.",Belur,Bengaluru South
849,CR/2003/1753,CS/1990/6669,2023-08-22,23,25,1,1,6,10,5,9,2023-08-22 10:06:14,2023-08-22 15:06:14,2023-08-22 21:06:14,17.9113624,77.5173399,Eius maxime vitae harum odit ad. Natus distinctio suscipit eaque distinctio aut rem. Error facilis necessitatibus illum dolorem nesciunt nisi voluptatem.,Lingasugur,Puttur
850,CR/1986/1251,CS/2008/7085,2025-05-29,5,20,3,1,9,56,6,8,2025-05-28 15:32:16,2025-05-28 18:32:16,2025-05-29 18:32:16,13.338079924758052,74.74471990739002,Laboriosam eveniet possimus soluta recusandae. Atque provident atque qui inventore ducimus sint. Assumenda dolore nam ab exercitationem sit tempore.,Hanur,Gubbi
851,CR/2003/2517,CS/2008/4637,2023-11-26,1,10,2,1,10,40,4,4,2023-11-26 08:02:50,2023-11-26 11:02:50,2023-11-26 23:02:50,12.940698,77.5768661,"Labore fugit officia sequi. At labore repellendus mollitia a.
Dolore nam voluptatibus incidunt. Molestias rem pariatur recusandae ipsa. Quas tenetur iusto cupiditate.",Somwarpet,Sira
852,CR/1987/9485,CS/1982/2360,2025-08-27,27,26,1,3,5,3,2,1,2025-08-27 11:53:45,2025-08-27 13:53:45,2025-08-27 19:53:45,17.325879399750114,76.83607966745632,Laborum aliquam accusantium modi error eligendi ipsam. Nihil saepe magni repellat explicabo.,Belur,Soraba
853,CR/1992/6100,CS/2001/4794,2026-01-22,35,12,2,1,13,61,2,2,2026-01-22 08:12:28,2026-01-22 11:12:28,2026-01-22 09:12:28,12.294122,76.6533214,Explicabo quae doloremque nobis sunt ex veritatis. Consectetur expedita natus ipsa saepe repudiandae quisquam quidem. Id necessitatibus consequuntur accusamus alias. Sapiente neque ut placeat.,Kushtagi,Madhugiri
854,CR/2013/8406,CS/1974/8264,2023-12-24,30,3,3,2,6,66,6,3,2023-12-22 14:47:47,2023-12-22 17:47:47,2023-12-24 07:47:47,12.9190597,77.6171631,At sequi officiis cupiditate aut velit veniam. Et vitae accusantium culpa. Voluptate veniam quo ex repellendus debitis. Quod nostrum sequi.,Yelwala,Nelamangala
855,CR/1972/5244,CS/1984/3998,2023-12-02,35,27,2,3,3,66,6,2,2023-12-02 10:46:08,2023-12-02 13:46:08,2023-12-02 17:46:08,12.5212492,76.8875,Vitae ipsum deserunt vitae veritatis placeat expedita. Deleniti consequuntur qui maiores nemo debitis.,Kengeri,Pandavapura
856,CR/1996/2920,CS/2010/4822,2023-11-19,20,5,2,1,14,6,3,1,2023-11-17 18:29:53,2023-11-17 20:29:53,2023-11-19 09:29:53,12.8445024,77.6604375,Autem eos cum enim sit totam. Vel praesentium praesentium. Nemo sunt tempora repellendus repellat quisquam. Incidunt amet cupiditate nihil beatae.,Mudbidri,Devanahalli
857,CR/1979/8784,CS/1979/5748,2026-04-01,14,2,3,2,3,11,5,8,2026-03-30 09:23:36,2026-03-30 11:23:36,2026-04-01 07:23:36,12.974136,77.6110482,Blanditiis veritatis incidunt voluptatum tenetur ipsum ipsum. Unde quos perspiciatis repudiandae.,Belur,Nanjangud
858,CR/1987/5433,CS/1981/7042,2023-10-03,13,23,1,3,1,30,4,4,2023-10-03 02:48:22,2023-10-03 03:48:22,2023-10-03 18:48:22,16.206106181435842,77.34874015521451,"Soluta ad quasi nesciunt saepe. Ullam praesentium cupiditate debitis dolor.
Consequatur officia sequi. Ullam quibusdam eaque.",Bidadi,Gokak
859,CR/1978/7613,CS/2012/1747,2023-10-25,22,21,1,1,10,48,5,9,2023-10-24 23:00:12,2023-10-25 00:00:12,2023-10-25 09:00:12,13.3339536,77.111789,"Commodi pariatur beatae. Earum sit nostrum unde reprehenderit qui.
Mollitia quae iusto molestias laudantium inventore voluptatibus. Distinctio eos possimus quia itaque.",Mudhol,Chikkodi
860,CR/1981/3743,CS/1982/8612,2025-07-20,9,3,1,1,10,32,3,5,2025-07-19 08:30:16,2025-07-19 12:30:16,2025-07-20 17:30:16,12.9230244,77.6242948,Adipisci molestiae quod. Corporis iusto accusantium ab. Odio cupiditate dolores rerum nulla consequatur iusto.,Basavakalyan,Nagamangala
861,CR/1989/1530,CS/2022/3791,2024-03-25,41,3,1,3,10,35,2,9,2024-03-24 14:02:55,2024-03-24 18:02:55,2024-03-25 07:02:55,12.9190597,77.6171631,"Voluptatibus quaerat illo illo assumenda.
Corrupti ullam temporibus veniam modi. Necessitatibus nesciunt aliquid quis fugit debitis fugit. Tempore beatae quod velit quod unde.",Kumta,Nanjangud
862,CR/1995/7879,CS/2016/7136,2024-06-21,18,16,1,1,13,49,4,10,2024-06-20 14:51:44,2024-06-20 18:51:44,2024-06-21 02:51:44,15.368477744138653,75.12666391502405,Provident dicta ipsum iure mollitia. Quisquam ducimus quas ipsam ad suscipit minus earum. Animi ipsa adipisci iure. Porro officiis porro doloribus maxime pariatur vel.,Basavakalyan,Puttur
863,CR/2001/8460,CS/2010/5696,2024-10-28,7,7,3,2,10,23,4,7,2024-10-27 01:25:15,2024-10-27 05:25:15,2024-10-28 10:25:15,12.9335967,77.5831707,In sequi occaecati et distinctio. Aut amet in pariatur. Quisquam sit similique assumenda recusandae. Magnam soluta culpa labore illo.,Srirangapatna,Udupi
864,CR/2024/4368,CS/2002/4526,2024-08-13,44,24,1,1,4,66,5,4,2024-08-12 02:40:32,2024-08-12 06:40:32,2024-08-13 17:40:32,15.140470309894255,76.91937714811564,Quo quos eligendi sint occaecati quisquam. Facere numquam dolor officiis at assumenda vel.,Gangavathi,Bailhongal
865,CR/2025/2269,CS/2019/1269,2023-12-23,45,15,2,1,10,44,6,8,2023-12-21 23:08:12,2023-12-22 03:08:12,2023-12-23 18:08:12,15.8580078,74.5000669,Beatae pariatur commodi numquam repudiandae. Dolore doloremque cumque asperiores. Temporibus culpa unde consequuntur quam cupiditate.,Mundgod,Bengaluru South
866,CR/1993/9003,CS/2006/1007,2024-04-06,13,26,3,2,11,48,6,5,2024-04-04 01:43:50,2024-04-04 05:43:50,2024-04-06 01:43:50,17.325628154414765,76.83613828898848,"Similique et magni. Iure cumque omnis enim atque doloribus eius illum. Deserunt asperiores ab.
Ipsa quos nam quaerat labore ipsam provident. Quos quo harum ut.",Kollegal,Udupi
867,CR/2007/5683,CS/2012/7045,2025-10-09,9,2,3,2,2,37,3,7,2025-10-07 20:29:47,2025-10-08 01:29:47,2025-10-09 20:29:47,12.9749197,77.6079822,Iure perferendis impedit dignissimos atque. Minus laboriosam cumque incidunt ad occaecati nemo.,Murudeshwar,Malavalli
868,CR/1975/7009,CS/2014/2038,2024-07-28,25,26,3,2,8,14,2,6,2024-07-27 18:39:53,2024-07-27 19:39:53,2024-07-28 12:39:53,17.33314576199421,76.83801940606685,"Nostrum aliquam autem amet iure iure. Reiciendis aliquam alias dolorum ex laborum.
Nisi alias ab soluta. Dolorum quo ducimus. Cupiditate doloremque praesentium.",Kushalnagar,Kunigal
869,CR/2022/8225,CS/1971/6801,2025-01-23,16,9,1,3,2,34,1,1,2025-01-21 19:40:13,2025-01-22 00:40:13,2025-01-23 06:40:13,12.9282029,77.5452831,"Vitae dolore quae. Beatae velit placeat exercitationem.
Voluptatem minus expedita quidem consectetur deleniti. Fugiat quam impedit repellendus quidem illum.",Basavakalyan,Malavalli
870,CR/1971/6747,CS/2013/2220,2023-11-16,5,13,3,2,5,62,3,9,2023-11-16 01:46:29,2023-11-16 05:46:29,2023-11-16 03:46:29,12.313038075530358,76.65588370172779,Cupiditate quasi labore fugiat quos. Iusto autem mollitia dolore recusandae. Quasi tempora inventore velit laborum.,Shahabad,Tiptur
871,CR/2009/4489,CS/1981/4333,2026-02-27,21,14,1,1,11,72,3,1,2026-02-26 01:03:46,2026-02-26 03:03:46,2026-02-27 06:03:46,15.831346353988302,74.52158886597267,Ad explicabo optio mollitia minus dicta. Nam assumenda minus assumenda voluptates mollitia blanditiis repellat. Illo nemo delectus consequatur eius.,Sindhanur,Sullia
872,CR/1989/8991,CS/2018/8015,2023-10-08,20,8,3,3,14,20,5,1,2023-10-07 14:22:55,2023-10-07 15:22:55,2023-10-08 17:22:55,13.024875430065784,77.538626389958,"Aut dolorum maiores dolore repellendus quaerat.
Ullam voluptas accusantium maiores iusto. Eum voluptatum ipsum placeat cumque numquam quia.",Lingasugur,Bhadravati
